"AÑO","Código delDepartamento","Nombre del Departamento","Código delMunicipio","Nombre del Municipio","TECNICA PROFESIONAL","TECNOLOGICA","UNIVERSITARIA","ESPECIALIZACION","MAESTRIA","DOCTORADO","IES CON OFERTA"
"2009","47","47","47058","ARIGUANÍ","0","32","0","0","0","0","1"
"2009","47","47","47058","ARIGUANÍ","1","20","50","0","0","0","3"
"2009","47","47","47170","CHIVOLO","36","8","37","0","0","0","3"
"2009","47","47","47189","CIÉNAGA","226","341","200","0","0","0","4"
"2009","47","47","47245","EL BANCO","118","296","219","0","0","0","5"
"2009","47","47","47258","EL PIÑÓN","35","58","0","0","0","0","1"
"2009","47","47","47268","EL RETÉN","34","55","0","0","0","0","1"
"2009","47","47","47288","FUNDACIÓN","152","162","0","0","0","0","1"
"2009","47","47","47288","FUNDACIÓN","0","22","161","0","0","0","2"
"2009","47","47","47318","GUAMAL","0","0","28","0","0","0","1"
"2009","47","47","47460","NUEVA GRANADA","37","0","0","0","0","0","1"
"2009","47","47","47545","PIJIÑO DEL CARMEN","16","0","27","0","0","0","2"
"2009","47","47","47551","PIVIJAY","47","44","0","0","0","0","1"
"2009","47","47","47551","PIVIJAY","1","61","47","0","0","0","3"
"2009","47","47","47555","PLATO","63","280","0","0","0","0","1"
"2009","47","47","47555","PLATO","102","103","178","0","0","0","5"
"2009","47","47","47570","PUEBLOVIEJO","40","0","0","0","0","0","1"
"2009","47","47","47660","SABANAS DE SAN ÁNGEL","36","0","0","0","0","0","1"
"2009","47","47","47692","SAN SEBASTIÁN DE BUENAVISTA","32","0","0","0","0","0","1"
"2009","47","47","47707","SANTA ANA","39","33","0","0","0","0","1"
"2009","47","47","47707","SANTA ANA","0","0","35","0","0","0","1"
"2009","47","47","47720","SANTA BÁRBARA DE PINTO","25","0","0","0","0","0","1"
"2009","47","47","47745","SITIONUEVO","22","0","0","0","0","0","1"
"2009","47","47","47798","TENERIFE","46","0","0","0","0","0","1"
"2009","47","47","47960","ZAPAYÁN","39","0","0","0","0","0","1"
"2009","47","47","47980","ZONA BANANERA","150","0","0","0","0","0","1"
"2009","5","5","5001","MEDELLÍN","5.732","53.002","109.159","6.267","2.733","492","41"
"2009","5","5","5002","ABEJORRAL","18","81","1","0","0","0","4"
"2009","5","5","5021","ALEJANDRÍA","0","30","0","0","0","0","1"
"2009","5","5","5030","AMAGÁ","2","78","0","0","0","0","2"
"2009","5","5","5031","AMALFI","135","207","27","0","0","0","3"
"2009","5","5","5034","ANDES","70","207","402","8","0","0","3"
"2009","5","5","5038","ANGOSTURA","0","0","1","0","0","0","1"
"2009","5","5","5040","ANORÍ","0","161","40","0","0","0","2"
"2009","5","5","5042","SANTA FÉ DE ANTIOQUIA","31","569","95","0","0","0","4"
"2009","5","5","5045","APARTADÓ","830","1.645","1.235","77","0","0","11"
"2009","5","5","5051","ARBOLETES","120","115","0","0","0","0","1"
"2009","5","5","5051","ARBOLETES","14","0","0","0","0","0","2"
"2009","5","5","5059","ARMENIA","0","0","406","0","0","0","2"
"2009","5","5","5079","BARBOSA","17","194","0","0","0","0","2"
"2009","5","5","5086","BELMIRA","0","59","0","0","0","0","2"
"2009","5","5","5088","BELLO","706","2.572","1.456","275","0","0","7"
"2009","5","5","5091","BETANIA","0","27","0","0","0","0","1"
"2009","5","5","5093","BETULIA","0","15","14","0","0","0","1"
"2009","5","5","5101","CIUDAD BOLÍVAR","48","134","4","0","0","0","3"
"2009","5","5","5107","BRICEÑO","1","0","0","0","0","0","1"
"2009","5","5","5113","BURITICÁ","0","0","1","0","0","0","1"
"2009","5","5","5120","CÁCERES","0","99","0","0","0","0","1"
"2009","5","5","5129","CALDAS","152","1.238","1.537","0","0","0","3"
"2009","5","5","5138","CAÑASGORDAS","0","10","78","0","0","0","1"
"2009","5","5","5142","CARACOLÍ","0","125","0","0","0","0","1"
"2009","5","5","5147","CAREPA","99","249","1","0","0","0","3"
"2009","5","5","5148","EL CARMEN DE VIBORAL","26","375","1.219","0","0","0","3"
"2009","5","5","5150","CAROLINA","0","63","0","0","0","0","1"
"2009","5","5","5154","CAUCASIA","244","1.241","589","0","0","0","3"
"2009","5","5","5172","CHIGORODÓ","509","374","89","16","0","0","5"
"2009","5","5","5190","CISNEROS","39","272","0","0","0","0","2"
"2009","5","5","5197","COCORNÁ","52","0","0","0","0","0","1"
"2009","5","5","5212","COPACABANA","0","120","0","0","0","0","1"
"2009","5","5","5234","DABEIBA","0","67","71","0","0","0","3"
"2009","5","5","5237","DONMATÍAS","0","0","2","0","0","0","1"
"2009","5","5","5237","DONMATÍAS","131","155","0","0","0","0","1"
"2009","5","5","5240","EBÉJICO","28","29","0","0","0","0","1"
"2009","5","5","5250","EL BAGRE","183","561","155","0","0","0","2"
"2009","5","5","5264","ENTRERRÍOS","1","39","1","0","0","0","2"
"2009","5","5","5266","ENVIGADO","309","565","3.327","0","0","0","4"
"2009","5","5","5282","FREDONIA","0","36","53","0","0","0","2"
"2009","5","5","5284","FRONTINO","36","135","137","0","0","0","3"
"2009","5","5","5308","GIRARDOTA","50","95","0","0","0","0","1"
"2009","5","5","5313","GRANADA","19","0","0","0","0","0","1"
"2009","5","5","5315","GUADALUPE","36","21","0","0","0","0","1"
"2009","5","5","5318","GUARNE","0","111","0","0","0","0","1"
"2009","5","5","5321","GUATAPÉ","23","20","14","0","0","0","2"
"2009","5","5","5353","HISPANIA","0","52","25","0","0","0","1"
"2009","5","5","5360","ITAGÜÍ","396","2.687","604","0","0","0","4"
"2009","5","5","5361","ITUANGO","129","109","33","0","0","0","3"
"2009","5","5","5364","JARDÍN","0","22","0","0","0","0","1"
"2009","5","5","5368","JERICÓ","71","81","22","0","0","0","3"
"2009","5","5","5376","LA CEJA","0","130","1","0","0","0","2"
"2009","5","5","5380","LA ESTRELLA","0","38","0","0","0","0","1"
"2009","5","5","5400","LA UNIÓN","0","52","0","0","0","0","1"
"2009","5","5","5411","LIBORINA","1","41","1","0","0","0","2"
"2009","5","5","5425","MACEO","0","111","0","0","0","0","1"
"2009","5","5","5440","MARINILLA","82","307","2","0","0","0","3"
"2009","5","5","5475","MURINDÓ","0","31","0","0","0","0","1"
"2009","5","5","5480","MUTATÁ","0","63","0","0","0","0","1"
"2009","5","5","5490","NECOCLÍ","85","106","109","0","0","0","3"
"2009","5","5","5495","NECHÍ","0","53","2","0","0","0","2"
"2009","5","5","5541","PEÑOL","0","96","0","0","0","0","1"
"2009","5","5","5543","PEQUE","0","45","1","0","0","0","2"
"2009","5","5","5579","PUERTO BERRÍO","132","705","280","0","0","0","5"
"2009","5","5","5585","PUERTO NARE","0","129","5","0","0","0","2"
"2009","5","5","5591","PUERTO TRIUNFO","0","123","0","0","0","0","1"
"2009","5","5","5604","REMEDIOS","0","310","55","0","0","0","3"
"2009","5","5","5607","RETIRO","0","88","0","0","0","0","1"
"2009","5","5","5615","RIONEGRO","772","1.367","2.293","30","39","0","5"
"2009","5","5","5631","SABANETA","23","97","1.810","76","77","0","5"
"2009","5","5","5642","SALGAR","0","0","1","0","0","0","1"
"2009","5","5","5647","SAN ANDRÉS DE CUERQUÍA","1","28","24","0","0","0","2"
"2009","5","5","5649","SAN CARLOS","0","101","0","0","0","0","2"
"2009","5","5","5656","SAN JERÓNIMO","25","81","31","0","0","0","2"
"2009","5","5","5658","SAN JOSÉ DE LA MONTAÑA","29","0","2","0","0","0","2"
"2009","5","5","5659","SAN JUAN DE URABÁ","43","45","0","0","0","0","1"
"2009","5","5","5660","SAN LUIS","0","25","0","0","0","0","1"
"2009","5","5","5664","SAN PEDRO DE LOS MILAGROS","6","0","30","0","0","0","2"
"2009","5","5","5664","SAN PEDRO DE LOS MILAGROS","97","140","0","0","0","0","1"
"2009","5","5","5665","SAN PEDRO DE URABÁ","0","96","0","0","0","0","1"
"2009","5","5","5667","SAN RAFAEL","80","77","1","0","0","0","3"
"2009","5","5","5670","SAN ROQUE","0","286","37","0","0","0","3"
"2009","5","5","5674","SAN VICENTE FERRER","31","0","0","0","0","0","1"
"2009","5","5","5679","SANTA BÁRBARA","0","25","0","0","0","0","1"
"2009","5","5","5686","SANTA ROSA DE OSOS","38","354","2.206","48","0","0","3"
"2009","5","5","5690","SANTO DOMINGO","80","82","0","0","0","0","1"
"2009","5","5","5697","EL SANTUARIO","0","21","0","0","0","0","1"
"2009","5","5","5736","SEGOVIA","0","257","38","0","0","0","3"
"2009","5","5","5756","SONSÓN","103","191","407","0","0","0","3"
"2009","5","5","5761","SOPETRÁN","31","37","24","0","0","0","3"
"2009","5","5","5790","TARAZÁ","36","137","39","0","0","0","3"
"2009","5","5","5837","TURBO","432","972","1.517","50","0","0","5"
"2009","5","5","5842","URAMITA","31","53","0","0","0","0","1"
"2009","5","5","5847","URRAO","0","128","48","0","0","0","2"
"2009","5","5","5854","VALDIVIA","1","71","16","0","0","0","3"
"2009","5","5","5858","VEGACHÍ","0","80","25","0","0","0","2"
"2009","5","5","5873","VIGÍA DEL FUERTE","31","38","0","0","0","0","1"
"2009","5","5","5885","YALÍ","1","57","1","0","0","0","3"
"2009","5","5","5887","YARUMAL","208","559","175","0","0","0","3"
"2009","5","5","5890","YOLOMBÓ","86","166","15","0","0","0","2"
"2009","5","5","5893","YONDÓ","0","207","0","0","0","0","1"
"2009","5","5","5895","ZARAGOZA","0","106","0","0","0","0","1"
"2009","50","50","50001","VILLAVICENCIO","1.477","2.331","13.292","520","0","0","13"
"2009","50","50","50006","ACACÍAS","201","719","1.093","13","0","0","3"
"2009","50","50","50110","BARRANCA DE UPÍA","115","0","0","0","0","0","1"
"2009","50","50","50150","CASTILLA LA NUEVA","27","26","63","21","0","0","3"
"2009","50","50","50226","CUMARAL","0","22","0","0","0","0","1"
"2009","50","50","50226","CUMARAL","1","55","201","0","0","0","4"
"2009","50","50","50270","EL DORADO","28","0","0","0","0","0","1"
"2009","50","50","50287","FUENTE DE ORO","0","25","0","0","0","0","1"
"2009","50","50","50313","GRANADA","285","510","6","0","0","0","3"
"2009","50","50","50318","GUAMAL","55","0","0","0","0","0","1"
"2009","50","50","50370","URIBE","20","0","0","0","0","0","1"
"2009","50","50","50568","PUERTO GAITÁN","105","107","0","0","0","0","2"
"2009","50","50","50573","PUERTO LÓPEZ","159","82","68","0","0","0","3"
"2009","50","50","50577","PUERTO LLERAS","14","0","0","0","0","0","1"
"2009","50","50","50590","PUERTO RICO","0","27","0","0","0","0","1"
"2009","50","50","50606","RESTREPO","83","0","0","0","0","0","1"
"2009","50","50","50683","SAN JUAN DE ARAMA","15","0","0","0","0","0","1"
"2009","50","50","50689","SAN MARTÍN","167","114","0","0","0","0","1"
"2009","50","50","50711","VISTAHERMOSA","52","50","0","0","0","0","2"
"2009","52","52","52001","PASTO","649","1.399","0","0","0","0","1"
"2009","52","52","52001","PASTO","113","1.628","18.545","466","140","1","16"
"2009","52","52","52019","ALBÁN","0","26","97","0","0","0","1"
"2009","52","52","52051","ARBOLEDA","0","0","25","0","0","0","1"
"2009","52","52","52079","BARBACOAS","26","0","0","0","0","0","1"
"2009","52","52","52203","COLÓN","0","42","0","0","0","0","1"
"2009","52","52","52215","CÓRDOBA","15","39","0","0","0","0","1"
"2009","52","52","52227","CUMBAL","32","0","26","0","0","0","3"
"2009","52","52","52250","EL CHARCO","38","30","0","0","0","0","1"
"2009","52","52","52256","EL ROSARIO","0","29","0","0","0","0","1"
"2009","52","52","52258","EL TABLÓN DE GÓMEZ","0","48","43","0","0","0","2"
"2009","52","52","52260","EL TAMBO","0","0","80","0","0","0","1"
"2009","52","52","52320","GUAITARILLA","35","0","0","0","0","0","1"
"2009","52","52","52323","GUALMATÁN","39","0","0","0","0","0","1"
"2009","52","52","52356","IPIALES","760","837","838","15","0","0","6"
"2009","52","52","52378","LA CRUZ","64","115","53","0","0","0","2"
"2009","52","52","52381","LA FLORIDA","0","33","0","0","0","0","1"
"2009","52","52","52399","LA UNIÓN","59","22","63","0","0","0","2"
"2009","52","52","52506","OSPINA","12","0","0","0","0","0","1"
"2009","52","52","52520","FRANCISCO PIZARRO","34","0","0","0","0","0","1"
"2009","52","52","52560","POTOSÍ","38","0","0","0","0","0","1"
"2009","52","52","52573","PUERRES","16","34","0","0","0","0","2"
"2009","52","52","52585","PUPIALES","97","38","0","0","0","0","1"
"2009","52","52","52612","RICAURTE","0","82","0","0","0","0","2"
"2009","52","52","52678","SAMANIEGO","0","34","86","0","0","0","3"
"2009","52","52","52687","SAN LORENZO","0","0","17","0","0","0","1"
"2009","52","52","52835","SAN ANDRÉS DE TUMACO","303","464","315","0","0","0","5"
"2009","52","52","52838","TÚQUERRES","41","85","0","0","0","0","1"
"2009","52","52","52838","TÚQUERRES","0","0","132","0","0","0","2"
"2009","52","52","52885","YACUANQUER","0","41","0","0","0","0","1"
"2009","54","54","54001","SAN JOSÉ DE CÚCUTA","1.111","1.603","0","0","0","0","1"
"2009","54","54","54001","SAN JOSÉ DE CÚCUTA","314","2.995","21.100","815","72","0","13"
"2009","54","54","54003","ÁBREGO","32","0","0","0","0","0","1"
"2009","54","54","54003","ÁBREGO","0","0","1","0","0","0","1"
"2009","54","54","54051","ARBOLEDAS","0","43","0","0","0","0","1"
"2009","54","54","54099","BOCHALEMA","49","0","0","0","0","0","1"
"2009","54","54","54128","CÁCHIRA","62","0","0","0","0","0","1"
"2009","54","54","54172","CHINÁCOTA","32","32","19","0","0","0","2"
"2009","54","54","54206","CONVENCIÓN","28","0","0","0","0","0","1"
"2009","54","54","54223","CUCUTILLA","30","0","0","0","0","0","1"
"2009","54","54","54239","DURANIA","0","34","0","0","0","0","1"
"2009","54","54","54261","EL ZULIA","17","0","0","0","0","0","1"
"2009","54","54","54313","GRAMALOTE","94","0","0","0","0","0","1"
"2009","54","54","54347","HERRÁN","0","38","0","0","0","0","1"
"2009","54","54","54385","LA ESPERANZA","0","0","1","0","0","0","1"
"2009","54","54","54405","LOS PATIOS","121","56","0","0","0","0","1"
"2009","54","54","54480","MUTISCUA","34","0","0","0","0","0","1"
"2009","54","54","54498","OCAÑA","119","751","3.175","59","0","0","7"
"2009","54","54","54518","PAMPLONA","299","281","10.380","946","64","0","3"
"2009","54","54","54660","SALAZAR","48","30","0","0","0","0","1"
"2009","54","54","54670","SAN CALIXTO","0","37","0","0","0","0","1"
"2009","54","54","54720","SARDINATA","0","72","30","0","0","0","2"
"2009","54","54","54800","TEORAMA","0","43","0","0","0","0","1"
"2009","54","54","54810","TIBÚ","0","40","87","0","0","0","2"
"2009","54","54","54820","TOLEDO","22","32","0","0","0","0","1"
"2009","54","54","54871","VILLA CARO","0","48","0","0","0","0","1"
"2009","54","54","54874","VILLA DEL ROSARIO","42","44","4.041","0","0","0","2"
"2009","63","63","63001","ARMENIA","2.449","4.095","13.385","331","50","0","19"
"2009","63","63","63130","CALARCÁ","1.064","170","0","0","0","0","2"
"2009","63","63","63190","CIRCASIA","177","93","250","0","0","0","2"
"2009","63","63","63212","CÓRDOBA","38","54","0","0","0","0","1"
"2009","63","63","63272","FILANDIA","0","54","0","0","0","0","1"
"2009","63","63","63302","GÉNOVA","76","0","0","0","0","0","1"
"2009","63","63","63401","LA TEBAIDA","199","26","0","0","0","0","1"
"2009","63","63","63470","MONTENEGRO","121","292","0","0","0","0","2"
"2009","63","63","63548","PIJAO","157","23","0","0","0","0","1"
"2009","63","63","63594","QUIMBAYA","139","138","138","0","0","0","3"
"2009","63","63","63690","SALENTO","39","0","0","0","0","0","1"
"2009","66","66","66001","PEREIRA","1.002","4.864","20.978","587","685","28","16"
"2009","66","66","66045","APÍA","0","29","0","0","0","0","1"
"2009","66","66","66088","BELÉN DE UMBRÍA","0","33","0","0","0","0","1"
"2009","66","66","66170","DOSQUEBRADAS","496","1.700","134","0","0","0","3"
"2009","66","66","66383","LA CELIA","0","73","0","0","0","0","2"
"2009","66","66","66400","LA VIRGINIA","0","149","0","0","0","0","1"
"2009","66","66","66440","MARSELLA","0","67","0","0","0","0","1"
"2009","66","66","66456","MISTRATÓ","0","132","25","0","0","0","2"
"2009","66","66","66572","PUEBLO RICO","30","26","0","0","0","0","1"
"2009","66","66","66594","QUINCHÍA","30","58","34","0","0","0","3"
"2009","66","66","66682","SANTA ROSA DE CABAL","118","654","770","11","0","0","2"
"2009","66","66","66687","SANTUARIO","0","52","0","0","0","0","1"
"2009","68","68","68001","BUCARAMANGA","1.319","22.965","44.519","2.735","603","48","25"
"2009","68","68","68077","BARBOSA","256","212","10","48","0","0","3"
"2009","68","68","68079","BARICHARA","32","0","0","0","0","0","1"
"2009","68","68","68081","BARRANCABERMEJA","453","1.789","1.544","72","0","0","9"
"2009","68","68","68092","BETULIA","0","0","0","13","0","0","1"
"2009","68","68","68101","BOLÍVAR","43","69","0","0","0","0","1"
"2009","68","68","68147","CAPITANEJO","0","58","0","0","0","0","1"
"2009","68","68","68162","CERRITO","29","0","0","0","0","0","1"
"2009","68","68","68167","CHARALÁ","0","108","0","0","0","0","2"
"2009","68","68","68190","CIMITARRA","61","153","0","0","0","0","2"
"2009","68","68","68207","CONCEPCIÓN","0","36","0","0","0","0","1"
"2009","68","68","68235","EL CARMEN DE CHUCURÍ","0","78","0","0","0","0","1"
"2009","68","68","68255","EL PLAYÓN","24","49","0","0","0","0","1"
"2009","68","68","68271","FLORIÁN","39","0","0","0","0","0","1"
"2009","68","68","68276","FLORIDABLANCA","190","595","0","0","0","0","1"
"2009","68","68","68296","GALÁN","1","0","0","0","0","0","1"
"2009","68","68","68307","GIRÓN","342","1.180","0","0","0","0","1"
"2009","68","68","68322","GUAPOTÁ","1","0","0","0","0","0","1"
"2009","68","68","68368","JESÚS MARÍA","0","31","0","0","0","0","1"
"2009","68","68","68377","LA BELLEZA","0","20","0","0","0","0","1"
"2009","68","68","68385","LANDÁZURI","1","42","0","0","0","0","2"
"2009","68","68","68397","LA PAZ","0","38","0","0","0","0","1"
"2009","68","68","68406","LEBRIJA","0","29","0","0","0","0","1"
"2009","68","68","68432","MÁLAGA","168","607","288","93","0","0","4"
"2009","68","68","68444","MATANZA","0","0","1","0","0","0","1"
"2009","68","68","68464","MOGOTES","0","77","0","0","0","0","2"
"2009","68","68","68500","OIBA","0","0","0","18","0","0","1"
"2009","68","68","68502","ONZAGA","0","27","0","0","0","0","1"
"2009","68","68","68524","PALMAS DEL SOCORRO","0","28","12","0","0","0","2"
"2009","68","68","68547","PIEDECUESTA","24","764","0","0","0","0","1"
"2009","68","68","68572","PUENTE NACIONAL","33","26","0","0","0","0","2"
"2009","68","68","68575","PUERTO WILCHES","0","0","1","17","0","0","2"
"2009","68","68","68615","RIONEGRO","0","30","0","0","0","0","1"
"2009","68","68","68655","SABANA DE TORRES","26","31","6","0","0","0","3"
"2009","68","68","68669","SAN ANDRÉS","58","0","0","0","0","0","1"
"2009","68","68","68673","SAN BENITO","27","0","0","0","0","0","1"
"2009","68","68","68679","SAN GIL","361","842","2.025","45","0","0","7"
"2009","68","68","68689","SAN VICENTE DE CHUCURÍ","29","32","0","0","0","0","1"
"2009","68","68","68689","SAN VICENTE DE CHUCURÍ","0","0","1","15","0","0","2"
"2009","68","68","68720","SANTA HELENA DEL OPÓN","1","0","0","0","0","0","1"
"2009","68","68","68755","SOCORRO","203","278","976","86","0","0","5"
"2009","68","68","68770","SUAITA","0","70","0","0","0","0","2"
"2009","68","68","68773","SUCRE","0","30","0","0","0","0","1"
"2009","68","68","68861","VÉLEZ","661","673","167","53","0","0","6"
"2009","68","68","68872","VILLANUEVA","35","57","0","0","0","0","1"
"2009","70","70","70001","SINCELEJO","1.174","934","9.242","859","0","0","11"
"2009","70","70","70215","COROZAL","103","32","0","0","0","0","1"
"2009","70","70","70215","COROZAL","0","122","782","11","0","0","1"
"2009","70","70","70221","COVEÑAS","0","149","1","0","0","0","2"
"2009","70","70","70265","GUARANDA","56","0","0","0","0","0","1"
"2009","70","70","70429","MAJAGUAL","187","0","40","0","0","0","3"
"2009","70","70","70670","SAMPUÉS","71","62","41","0","0","0","3"
"2009","70","70","70708","SAN MARCOS","0","37","56","0","0","0","2"
"2009","70","70","70713","SAN ONOFRE","0","0","50","0","0","0","1"
"2009","70","70","70742","SAN LUIS DE SINCÉ","0","33","0","0","0","0","1"
"2009","70","70","70742","SAN LUIS DE SINCÉ","0","18","0","0","0","0","1"
"2009","70","70","70820","SANTIAGO DE TOLÚ","0","115","0","0","0","0","1"
"2009","73","73","73001","IBAGUÉ","1.369","6.101","16.096","545","37","0","19"
"2009","73","73","73024","ALPUJARRA","1","0","0","0","0","0","1"
"2009","73","73","73026","ALVARADO","1","0","0","0","0","0","1"
"2009","73","73","73030","AMBALEMA","50","14","0","0","0","0","1"
"2009","73","73","73043","ANZOÁTEGUI","15","47","1","0","0","0","2"
"2009","73","73","73055","ARMERO","0","91","0","0","0","0","1"
"2009","73","73","73067","ATACO","57","166","0","0","0","0","1"
"2009","73","73","73124","CAJAMARCA","0","136","13","0","0","0","2"
"2009","73","73","73148","CARMEN DE APICALÁ","140","19","4","0","0","0","1"
"2009","73","73","73152","CASABIANCA","0","32","0","0","0","0","1"
"2009","73","73","73168","CHAPARRAL","70","135","124","0","0","0","4"
"2009","73","73","73200","COELLO","1","0","1","0","0","0","2"
"2009","73","73","73217","COYAIMA","32","155","14","0","0","0","2"
"2009","73","73","73226","CUNDAY","10","20","0","0","0","0","1"
"2009","73","73","73236","DOLORES","1","0","0","0","0","0","1"
"2009","73","73","73268","ESPINAL","1.630","1.677","503","22","0","0","6"
"2009","73","73","73270","FALAN","1","0","29","0","0","0","3"
"2009","73","73","73275","FLANDES","41","26","61","0","0","0","3"
"2009","73","73","73283","FRESNO","2","118","68","0","0","0","5"
"2009","73","73","73319","GUAMO","114","0","0","0","0","0","2"
"2009","73","73","73349","HONDA","109","234","89","0","0","0","4"
"2009","73","73","73352","ICONONZO","0","0","26","0","0","0","1"
"2009","73","73","73408","LÉRIDA","13","97","128","0","0","0","6"
"2009","73","73","73411","LÍBANO","283","154","221","0","0","0","5"
"2009","73","73","73443","SAN SEBASTIÁN DE MARIQUITA","256","220","140","2","0","0","2"
"2009","73","73","73443","SAN SEBASTIÁN DE MARIQUITA","30","120","0","0","0","0","1"
"2009","73","73","73449","MELGAR","44","367","107","0","0","0","2"
"2009","73","73","73461","MURILLO","0","61","0","0","0","0","1"
"2009","73","73","73483","NATAGAIMA","27","33","0","0","0","0","1"
"2009","73","73","73504","ORTEGA","190","228","0","0","0","0","2"
"2009","73","73","73520","PALOCABILDO","51","70","0","0","0","0","1"
"2009","73","73","73547","PIEDRAS","30","58","0","0","0","0","1"
"2009","73","73","73555","PLANADAS","33","86","1","0","0","0","2"
"2009","73","73","73563","PRADO","15","38","8","0","0","0","3"
"2009","73","73","73585","PURIFICACIÓN","0","21","42","0","0","0","4"
"2009","73","73","73616","RIOBLANCO","16","56","2","0","0","0","4"
"2009","73","73","73624","ROVIRA","0","0","2","0","0","0","1"
"2009","73","73","73675","SAN ANTONIO","0","31","2","0","0","0","3"
"2009","73","73","73678","SAN LUIS","0","15","0","0","0","0","1"
"2009","73","73","73686","SANTA ISABEL","0","0","3","0","0","0","1"
"2009","73","73","73861","VENADILLO","0","0","17","0","0","0","1"
"2009","73","73","73873","VILLARRICA","58","78","3","0","0","0","2"
"2009","76","76","76001","CALI","5.837","19.605","64.316","2.776","2.621","208","40"
"2009","76","76","76020","ALCALÁ","0","44","0","0","0","0","1"
"2009","76","76","76041","ANSERMANUEVO","0","59","0","0","0","0","1"
"2009","76","76","76054","ARGELIA","0","34","0","0","0","0","1"
"2009","76","76","76100","BOLÍVAR","0","0","2","0","0","0","1"
"2009","76","76","76109","BUENAVENTURA","514","1.662","2.935","0","0","0","10"
"2009","76","76","76111","GUADALAJARA DE BUGA","127","1.823","1.259","24","0","0","4"
"2009","76","76","76113","BUGALAGRANDE","0","217","181","0","0","0","2"
"2009","76","76","76122","CAICEDONIA","1","74","164","0","0","0","3"
"2009","76","76","76126","CALIMA","0","19","0","0","0","0","1"
"2009","76","76","76130","CANDELARIA","30","50","25","0","0","0","2"
"2009","76","76","76147","CARTAGO","374","900","839","0","0","0","8"
"2009","76","76","76233","DAGUA","1","24","0","0","0","0","2"
"2009","76","76","76248","EL CERRITO","18","129","0","0","0","0","1"
"2009","76","76","76250","EL DOVIO","27","25","0","0","0","0","2"
"2009","76","76","76275","FLORIDA","0","90","0","0","0","0","1"
"2009","76","76","76306","GINEBRA","0","82","0","0","0","0","1"
"2009","76","76","76318","GUACARÍ","27","42","1","0","0","0","2"
"2009","76","76","76377","LA CUMBRE","0","59","0","0","0","0","1"
"2009","76","76","76403","LA VICTORIA","0","56","0","0","0","0","1"
"2009","76","76","76497","OBANDO","0","81","0","0","0","0","1"
"2009","76","76","76520","PALMIRA","1.243","2.003","7.743","84","94","41","11"
"2009","76","76","76616","RIOFRÍO","0","26","0","0","0","0","1"
"2009","76","76","76622","ROLDANILLO","944","222","480","30","0","0","6"
"2009","76","76","76670","SAN PEDRO","0","57","0","0","0","0","1"
"2009","76","76","76736","SEVILLA","0","238","0","0","0","0","1"
"2009","76","76","76823","TORO","0","28","0","0","0","0","1"
"2009","76","76","76828","TRUJILLO","36","76","0","0","0","0","1"
"2009","76","76","76834","TULUÁ","218","1.070","4.361","0","0","0","6"
"2009","76","76","76845","ULLOA","0","25","0","0","0","0","1"
"2009","76","76","76863","VERSALLES","0","88","0","0","0","0","1"
"2009","76","76","76892","YUMBO","27","497","555","0","0","0","4"
"2009","76","76","76895","ZARZAL","0","62","564","0","0","0","1"
"2009","8","8","8001","BARRANQUILLA","7.059","8.582","59.024","1.873","843","44","29"
"2009","8","8","8078","BARANOA","0","39","0","0","0","0","1"
"2009","8","8","8421","LURUACO","0","32","0","0","0","0","1"
"2009","8","8","8520","PALMAR DE VARELA","0","41","0","0","0","0","1"
"2009","8","8","8573","PUERTO COLOMBIA","0","8","303","23","0","0","1"
"2009","8","8","8634","SABANAGRANDE","0","0","4","28","0","0","2"
"2009","8","8","8638","SABANALARGA","136","38","85","0","0","0","4"
"2009","8","8","8685","SANTO TOMÁS","35","0","0","0","0","0","1"
"2009","8","8","8758","SOLEDAD","2.112","237","0","0","0","0","2"
"2009","81","81","81001","ARAUCA","773","385","1.049","64","0","0","6"
"2009","81","81","81065","ARAUQUITA","63","64","56","0","0","0","2"
"2009","81","81","81300","FORTUL","0","0","29","0","0","0","1"
"2009","81","81","81591","PUERTO RONDÓN","0","0","20","0","0","0","1"
"2009","81","81","81736","SARAVENA","210","86","106","57","0","0","4"
"2009","81","81","81794","TAME","60","92","0","0","0","0","1"
"2009","81","81","81794","TAME","1","0","3","0","0","0","2"
"2009","85","85","85001","YOPAL","252","1.549","5.153","51","0","0","12"
"2009","85","85","85010","AGUAZUL","20","63","0","0","0","0","2"
"2009","85","85","85139","MANÍ","43","58","0","0","0","0","1"
"2009","85","85","85162","MONTERREY","0","49","280","0","0","0","3"
"2009","85","85","85230","OROCUÉ","114","0","0","0","0","0","1"
"2009","85","85","85250","PAZ DE ARIPORO","112","49","300","0","0","0","2"
"2009","85","85","85410","TAURAMENA","56","98","0","0","0","0","1"
"2009","85","85","85430","TRINIDAD","0","37","0","0","0","0","1"
"2009","85","85","85440","VILLANUEVA","141","0","142","0","0","0","2"
"2009","86","86","86001","MOCOA","73","272","0","0","0","0","1"
"2009","86","86","86001","MOCOA","1","834","294","32","0","0","5"
"2009","86","86","86219","COLÓN","0","32","0","0","0","0","1"
"2009","86","86","86320","ORITO","117","77","0","0","0","0","1"
"2009","86","86","86568","PUERTO ASÍS","172","370","0","0","0","0","1"
"2009","86","86","86568","PUERTO ASÍS","0","57","57","0","0","0","3"
"2009","86","86","86569","PUERTO CAICEDO","0","48","0","0","0","0","1"
